,word,TF-IDF
251,誰か,0.01267718803750358
284,騒ぐ,0.012595203455149672
249,許す,0.012560409709733522
16,お前,0.012490751805430732
227,考える,0.01246257475423575
283,飛ぶ,0.012431227026690124
190,汚い,0.012370604622138156
140,度,0.012357380041123935
115,向こう,0.012338033515777358
207,眺める,0.012288257656085927
1,the,0.012286493126648625
240,見える,0.012284107850219963
159,憧れる,0.012233868918762597
200,猫,0.012217545141344358
49,まま,0.01220516747783219
188,気持ち,0.011978315229354781
17,かける,0.011936411407968774
194,海,0.011800905338979834
96,何度,0.011799590151080007
161,手,0.01178332865678155
10,いつ,0.011774313453182765
25,すごい,0.011631847463909332
118,呼ぶ,0.011630650318112746
137,寂しい,0.011587900792359489
117,呟く,0.011566292189107956
74,リズム,0.011434918418539315
224,綺麗,0.011262317736693905
65,ダンス,0.011200727292795993
177,暮らす,0.011172773842915115
19,く,0.01112941408689602
143,待つ,0.01111349547004881
199,照らす,0.011105523318985908
237,行ける,0.011060651272359319
230,聴く,0.011037992914451993
113,叫ぶ,0.011004829487906534
129,夢,0.010978582427958515
234,色,0.010869192521613185
139,帰る,0.01086659085627969
263,通り,0.010648151255630517
228,耳,0.010626134644946592
187,気,0.010496347511985785
130,夢見る,0.010479735033982777
222,続く,0.010450807358758736
268,部屋,0.010442709794525537
72,ライト,0.010360345991101572
61,ギター,0.010352015818066485
119,嘘,0.010328016767482587
277,音楽,0.010176457657419348
213,穏やか,0.010163492953425486
193,流れる,0.010119971193912156
85,二人,0.010026924221093287
271,雨,0.010023259941908473
272,雲,0.010015855141642558
73,ララララララララ,0.009961930410127324
179,朝,0.009957825468018287
216,立ち止まる,0.009939941575998765
88,人身事故,0.009934567430224526
274,青い,0.009791970276000074
167,教える,0.00975903459767437
164,捨てる,0.009738266826752917
97,作る,0.009737696426044495
155,想う,0.009635150729161544
84,争い,0.009618983776401226
98,信じる,0.00952330902775483
172,昔,0.009483582891866358
275,青い空,0.009463686920186972
221,終わる,0.00945214388221786
162,抱く,0.009435010202333859
245,触れる,0.009334860886287388
91,今夜,0.009257029471642357
256,足,0.009201412316547697
205,目指す,0.009128195834652126
48,ほしい,0.00910051036243343
229,聞く,0.009085227657717871
212,神様,0.009066031757396665
36,つける,0.00893903705139125
94,体,0.008839285974869689
150,息,0.008804329003175652
243,見上げる,0.00876793110845673
218,笑顔,0.008711223398749466
145,微笑む,0.008700942557673196
141,影,0.008645924275192243
247,言える,0.00859050239528917
231,肩,0.008570388735400869
122,場所,0.008496123104708783
103,優しい,0.008493439101156191
144,後,0.008428118300315698
135,嫌,0.00842097520720758
261,返す,0.008322990252357155
220,素敵,0.008312181118710897
82,乗り込む,0.008265233643409899
160,懐かしい,0.00824149740307052
12,いつまでも,0.008194009687779991
15,おもちゃ,0.008168093590014294
259,輝く,0.008102568901469764
248,言葉,0.008078046395084576
26,すべて,0.00807698185596112
70,フロアー,0.008056727045968961
41,どこか,0.008005969965299018
260,辿る,0.008002280456667078
252,諦める,0.007898490064069869
131,大人,0.007878824748650745
226,美しい,0.007718828706468026
270,降る,0.007600884621348951
14,うつむく,0.007540745074288698
9,いたむ,0.007534794048522058
33,たつ,0.007519150301298337
198,潜める,0.007506696405472408
278,響く,0.0074855477775979265
132,大好き,0.007364847377768293
120,囲む,0.00733243916302004
285,鳥,0.0073193249934512756
63,コーラ,0.007315822375100377
151,悲しい,0.007299529622223157
163,指,0.007239573139247915
203,疲れる,0.007225493868834831
110,力,0.007219301554648995
273,電車,0.0072167059300804045
90,今,0.007196718134579575
138,少年,0.007191511094964072
238,行幸,0.007175948143482335
189,永遠,0.007171445547044955
121,国,0.00711716439641183
223,続ける,0.007068027164991776
81,乗せる,0.007040488330982656
244,覚える,0.00701134092473445
18,きり,0.006993662671873111
106,公園,0.006973512034270653
8,いける,0.006952714980933696
178,最後,0.006811717096059398
86,交わす,0.0068083390772622895
262,追いかける,0.006721088209826274
254,買う,0.006688997367596049
225,繰り返す,0.006629608112148973
211,砂,0.006620446923677648
219,約束,0.00650536285321111
127,夕焼け,0.0064946782780978055
89,人間,0.00649186453622093
124,変わる,0.0062083851979186835
78,上,0.006187352851844223
83,乗る,0.0060282371036279436
93,伸ばす,0.006019298795951548
152,悲しみ,0.006005726639107021
253,豚,0.006003475089653906
62,ケース,0.005975638130333216
195,海岸,0.005869369437994084
201,生きる,0.005863678247534872
154,想い,0.005757784998628729
67,バス,0.0055609925630924805
206,眠る,0.005511110232356845
28,せい,0.005479570110299082
6,いう,0.005439592403818511
257,路上,0.005411810734557911
197,涙,0.005402747139918799
66,テレビ,0.005368788763221423
126,夕暮れ,0.005229258117091276
47,はしゃぐ,0.004970787735683802
266,道,0.004896768550960271
269,闇,0.0047182118493321575
215,窓,0.0045197801953437864
43,なに,0.00442234677683013
280,頭,0.0042511566059601005
158,憂鬱,0.004074906694663262
